"Province/State","Country/Region","Last Update","Confirmed","Deaths","Recovered","Latitude","Longitude","CSV File Name"
"","India","2020-03-04T12:33:03","28","0","3","21.0000","78.0000","03-04-2020.csv"
"","United Arab Emirates","2020-03-03T23:43:02","27","0","5","24.0000","54.0000","03-04-2020.csv"
"","Iceland","2020-03-04T19:33:03","26","0","0","64.9631","-19.0208","03-04-2020.csv"
"","Belgium","2020-03-04T12:33:03","23","0","1","50.8333","4.0000","03-04-2020.csv"
"New South Wales","Australia","2020-03-04T20:43:03","22","1","4","-33.8688","151.2093","03-04-2020.csv"
"Toronto, ON","Canada","2020-03-03T20:03:08","19","0","2","43.6532","-79.3832","03-04-2020.csv"
"Qinghai","Mainland China","2020-02-21T04:43:02","18","0","18","35.7452","95.9956","03-04-2020.csv"
"","San Marino","2020-03-04T19:33:03","16","1","0","43.9424","12.4578","03-04-2020.csv"
"","Vietnam","2020-02-25T08:53:02","16","0","16","16.0000","108.0000","03-04-2020.csv"
"","Israel","2020-03-04T12:43:03","15","0","1","31.0000","35.0000","03-04-2020.csv"
"","Oman","2020-03-04T19:33:03","15","0","2","21.0000","57.0000","03-04-2020.csv"
"","Lebanon","2020-03-04T16:53:02","13","0","1","33.8547","35.8623","03-04-2020.csv"
"","Algeria","2020-03-04T19:33:03","12","0","0","28.0339","1.6596","03-04-2020.csv"
"British Columbia","Canada","2020-03-04T04:23:05","12","0","3","49.2827","-123.1207","03-04-2020.csv"
"Queensland","Australia","2020-03-03T15:23:03","11","0","1","-28.0167","153.4000","03-04-2020.csv"
"Santa Clara, CA","US","2020-03-03T23:33:03","11","0","1","37.3541","-121.9552","03-04-2020.csv"
"Victoria","Australia","2020-03-04T12:43:03","10","0","4","-37.8136","144.9631","03-04-2020.csv"
"","Croatia","2020-03-04T16:53:02","10","0","0","45.1667","15.5000","03-04-2020.csv"
"","Denmark","2020-03-04T00:03:15","10","0","0","56.2639","9.5018","03-04-2020.csv"
"","Ecuador","2020-03-04T19:33:03","10","0","0","-1.8312","-78.1834","03-04-2020.csv"
"Macau","Macau","2020-03-03T12:33:02","10","0","9","22.1667","113.5500","03-04-2020.csv"
"Westchester County, NY","US","2020-03-04T21:23:10","10","0","0","41.1220","-73.7949","03-04-2020.csv"
"","Greece","2020-03-04T19:33:03","9","0","0","39.0742","21.8243","03-04-2020.csv"
"","Czech Republic","2020-03-04T19:33:03","8","0","0","49.8175","15.4730","03-04-2020.csv"
"","Qatar","2020-03-04T00:03:15","8","0","0","25.3548","51.1839","03-04-2020.csv"
"Snohomish County, WA","US","2020-03-04T19:53:02","8","1","0","48.0330","-121.8339","03-04-2020.csv"
"Los Angeles, CA","US","2020-03-04T18:13:18","7","0","0","34.0522","-118.2437","03-04-2020.csv"
"","Belarus","2020-03-04T12:43:03","6","0","0","53.7098","27.9534","03-04-2020.csv"
"","Finland","2020-03-01T23:23:02","6","0","1","64.0000","26.0000","03-04-2020.csv"
"","Ireland","2020-03-04T21:13:07","6","0","0","53.1424","-7.6921","03-04-2020.csv"
"South Australia","Australia","2020-03-04T21:03:07","5","0","2","-34.9285","138.6007","03-04-2020.csv"
"","Mexico","2020-03-03T10:03:04","5","0","1","23.0000","-102.0000","03-04-2020.csv"
"","Pakistan","2020-03-03T04:33:03","5","0","0","30.3753","69.3451","03-04-2020.csv"
"","Portugal","2020-03-04T12:43:03","5","0","0","39.3999","-8.2245","03-04-2020.csv"
"","Brazil","2020-03-04T20:33:02","4","0","0","-14.2350","-51.9253","03-04-2020.csv"
"","Romania","2020-03-04T00:53:02","4","0","1","46.0000","25.0000","03-04-2020.csv"
"","Senegal","2020-03-04T20:43:02","4","0","0","14.4974","-14.4524","03-04-2020.csv"
"Cook County, IL","US","2020-03-02T20:33:02","4","0","2","41.7377","-87.6976","03-04-2020.csv"
"","Azerbaijan","2020-03-01T02:43:03","3","0","0","40.1431","47.5769","03-04-2020.csv"
"","Georgia","2020-03-01T15:43:03","3","0","0","42.3154","43.3569","03-04-2020.csv"
"","New Zealand","2020-03-04T20:13:11","3","0","0","-40.9006","174.8860","03-04-2020.csv"
"","Philippines","2020-02-12T07:43:02","3","1","1","13.0000","122.0000","03-04-2020.csv"
"","Russia","2020-03-02T21:23:04","3","0","2","60.0000","90.0000","03-04-2020.csv"
"","Saint Barthelemy","2020-03-04T02:43:03","3","0","0","17.9000","-62.8333","03-04-2020.csv"
"Orange County, CA","US","2020-03-04T02:13:11","3","0","0","33.7879","-117.8531","03-04-2020.csv"
"Western Australia","Australia","2020-03-01T02:43:03","2","1","0","-31.9505","115.8605","03-04-2020.csv"
"","Egypt","2020-03-01T23:33:03","2","0","1","26.0000","30.0000","03-04-2020.csv"
"","Estonia","2020-03-03T23:53:03","2","0","0","58.5953","25.0136","03-04-2020.csv"
"","Hungary","2020-03-04T19:33:03","2","0","0","47.1625","19.5033","03-04-2020.csv"
"","Indonesia","2020-03-02T18:03:04","2","0","0","-0.7893","113.9213","03-04-2020.csv"
"Fulton County, GA","US","2020-03-03T03:33:02","2","0","0","33.8034","-84.3963","03-04-2020.csv"
"Grafton County, NH","US","2020-03-03T23:33:03","2","0","0","43.9088","-71.8260","03-04-2020.csv"
"Hillsborough, FL","US","2020-03-03T18:33:02","2","0","0","27.9904","-82.3018","03-04-2020.csv"
"Placer County, CA","US","2020-03-04T19:53:02","2","1","0","39.0916","-120.8039","03-04-2020.csv"
"Providence, RI","US","2020-03-02T03:43:02","2","0","0","41.8240","-71.4128","03-04-2020.csv"
"Sacramento County, CA","US","2020-02-27T20:33:02","2","0","0","38.4747","-121.3542","03-04-2020.csv"
"San Benito, CA","US","2020-02-03T03:53:02","2","0","0","36.5761","-120.9876","03-04-2020.csv"
"San Diego County, CA","US","2020-02-21T05:43:02","2","0","1","32.7157","-117.1611","03-04-2020.csv"
"San Mateo, CA","US","2020-03-03T00:43:02","2","0","0","37.5630","-122.3255","03-04-2020.csv"
"Washington County, OR","US","2020-03-03T03:03:02","2","0","0","45.5470","-123.1386","03-04-2020.csv"
"","Afghanistan","2020-02-24T23:33:02","1","0","0","33.0000","65.0000","03-04-2020.csv"
"","Andorra","2020-03-02T20:23:16","1","0","0","42.5063","1.5218","03-04-2020.csv"
"","Argentina","2020-03-04T01:33:07","1","0","0","-38.4161","-63.6167","03-04-2020.csv"
"","Armenia","2020-03-01T19:53:02","1","0","0","40.0691","45.0382","03-04-2020.csv"
"Northern Territory","Australia","2020-03-04T19:43:02","1","0","0","-12.4634","130.8456","03-04-2020.csv"
"Tasmania","Australia","2020-03-02T20:53:02","1","0","0","-41.4545","145.9707","03-04-2020.csv"
"","Cambodia","2020-02-12T07:43:02","1","0","1","11.5500","104.9167","03-04-2020.csv"
" Montreal, QC","Canada","2020-02-28T05:23:07","1","0","0","45.5017","-73.5673","03-04-2020.csv"
"London, ON","Canada","2020-02-12T18:53:03","1","0","1","42.9849","-81.2453","03-04-2020.csv"
"","Chile","2020-03-04T01:33:07","1","0","0","-35.6751","-71.5430","03-04-2020.csv"
"","Dominican Republic","2020-03-02T16:33:02","1","0","0","18.7357","-70.1627","03-04-2020.csv"
"","Faroe Islands","2020-03-04T12:53:03","1","0","0","61.8926","-6.9118","03-04-2020.csv"
"","Gibraltar","2020-03-04T13:03:13","1","0","0","36.1408","-5.3536","03-04-2020.csv"
"","Jordan","2020-03-03T15:33:02","1","0","0","31.2400","36.5100","03-04-2020.csv"
"","Latvia","2020-03-04T01:33:07","1","0","0","56.8796","24.6032","03-04-2020.csv"
"","Liechtenstein","2020-03-04T01:33:07","1","0","0","47.1400","9.5500","03-04-2020.csv"
"","Lithuania","2020-02-28T16:23:03","1","0","0","55.1694","23.8813","03-04-2020.csv"
"","Luxembourg","2020-03-03T00:23:16","1","0","0","49.8144","6.1317","03-04-2020.csv"
"Tibet","Mainland China","2020-02-12T06:43:02","1","0","1","31.6927","88.0924","03-04-2020.csv"
"","Monaco","2020-02-29T00:33:01","1","0","0","43.7333","7.4167","03-04-2020.csv"
"","Morocco","2020-03-03T15:33:02","1","0","0","31.7917","-7.0926","03-04-2020.csv"
"","Nepal","2020-02-12T14:43:03","1","0","1","28.1667","84.2500","03-04-2020.csv"
"","Nigeria","2020-02-28T16:23:03","1","0","0","9.0820","8.6753","03-04-2020.csv"
"","North Macedonia","2020-02-27T16:23:03","1","0","0","41.6086","21.7453","03-04-2020.csv"
"","Poland","2020-03-04T15:13:18","1","0","0","51.9194","19.1451","03-04-2020.csv"
"","Saudi Arabia","2020-03-02T23:53:02","1","0","0","24.0000","45.0000","03-04-2020.csv"
"","Sri Lanka","2020-02-08T03:43:03","1","0","1","7.0000","81.0000","03-04-2020.csv"
"","Tunisia","2020-03-04T01:33:07","1","0","0","34.0000","9.0000","03-04-2020.csv"
" Norfolk County, MA","US","2020-03-03T14:33:03","1","0","0","42.1767","-71.1449","03-04-2020.csv"
"Berkeley, CA","US","2020-03-03T23:53:03","1","0","0","37.8715","-122.2730","03-04-2020.csv"
"Boston, MA","US","2020-02-28T21:13:12","1","0","1","42.3601","-71.0589","03-04-2020.csv"
"Contra Costa County, CA","US","2020-03-04T04:23:05","1","0","0","37.8534","-121.9018","03-04-2020.csv"
"Humboldt County, CA","US","2020-02-21T05:13:09","1","0","0","40.7450","-123.8695","03-04-2020.csv"
"Madison, WI","US","2020-03-03T15:53:03","1","0","1","43.0731","-89.4012","03-04-2020.csv"
"Maricopa County, AZ","US","2020-03-03T17:33:02","1","0","0","33.2918","-112.4291","03-04-2020.csv"
"New York City, NY","US","2020-03-02T01:53:03","1","0","0","40.7128","-74.0060","03-04-2020.csv"
"San Antonio, TX","US","2020-02-13T18:53:02","1","0","0","29.4241","-98.4936","03-04-2020.csv"
"Sarasota, FL","US","2020-03-02T03:23:06","1","0","0","27.3364","-82.5307","03-04-2020.csv"
"Sonoma County, CA","US","2020-03-02T20:53:02","1","0","0","38.5780","-122.9888","03-04-2020.csv"
"Tempe, AZ","US","2020-02-25T21:23:03","1","0","1","33.4255","-111.9400","03-04-2020.csv"
"Umatilla, OR","US","2020-03-02T20:23:16","1","0","0","45.7750","-118.7606","03-04-2020.csv"
"Wake County, NC","US","2020-03-03T20:53:02","1","0","0","35.8032","-78.5661","03-04-2020.csv"
"","Ukraine","2020-03-03T15:33:02","1","0","0","48.3794","31.1656","03-04-2020.csv"
"From Diamond Princess","Australia","2020-02-29T02:03:10","0","0","0","35.4437","139.6380","03-04-2020.csv"
"Lackland, TX (From Diamond Princess)","US","2020-02-24T23:33:02","0","0","0","29.3829","-98.6134","03-04-2020.csv"
"Omaha, NE (From Diamond Princess)","US","2020-02-24T23:33:02","0","0","0","41.2545","-95.9758","03-04-2020.csv"
"Travis, CA (From Diamond Princess)","US","2020-02-24T23:33:02","0","0","0","38.2721","-121.9399","03-04-2020.csv"
